OBJECTID,SEGMENTID,ARCID,PD,PT,SN,ST,SD,GEONAMEID,PRIMARYNAME,ALIAS1,ALIAS2,ALIAS3,ALIAS4,ALIAS5,SURFACETYPE,ONEWAY,RTNAME,RTNUMBER,HWYSIGN,RPCCLASS,AOTCLASS,NUTS,NHS,FUNCL,TWN_LR,ETE_LR,CTCODE,UA,CTUA,CERTCODE,ARCMILES,AOTMILES,AOTMILES_CALC,UPDACT,LOCMETH,SRCORG,SCENICHWY,SCENICBYWAY,FORMER_RTNAME,PROVISIONALYEAR,ANCIENTROADYEAR,TRUCKROUTE,SPEEDLIMIT,ROADCLOSED,ISVISIBLE,CERTYEAR,GlobalID,FIPS8,RTNUMBER_N,RDNAME,RDFLNAME,ISVISIBLE_UC,FUNCL_OLD,Urban_Code,FAID,FED_AID,Facility_Type,PENT,TOWNGEOID,StartNodeID,EndNodeID,Ownership,created_user,created_date,last_edited_user,last_edited_date,UPDATENOTES
70263,41067,176,,,LEMON FAIR,RD,,5755,LEMON FAIR RD,,,,,,Paved,No,TH-12,12,TH-12,3,Town Highway Class 3,N,0,7,L0104003012,-,0104,0,0104-0,0104-0,0.0592722,0.06,0,-,1,26,0,0,,,0,0,,,1,,{269EB769-E423-4B4E-AB57-7A3080EFF10B},50001020,12,5755,LEMON FAIR RD,1,9,99999,500010200176,-,2,N,5000116000,28139,46571,3,,,RDSEditor,2017-07-12T22:23:20.000Z,-
70819,41205,247,,,COURT,ST,,12154,COURT ST,,,,,,Paved,No,TH-1,1,US-7,1,Town Highway Class 1,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.14631,0.144,0,-,1,26,0,200,,,0,300,,,1,,{13EDBD1C-C96D-41AE-81A8-0D8CFEFE9C2F},50001055,1,12154,COURT ST,1,14,99998,500010550247,019-3,2,N,5000144350,30792,31162,3,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
70872,14519,853,,,RIDGELINE,RD,,25418,RIDGELINE RD,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,0,0111-0,0111-0,0.17717561,0,0,-,1,26,0,0,,0,0,0,,,1,0,{518189CA-4B42-4685-88DB-C3CF68FC3E77},50001055,0,25418,RIDGELINE RD,1,0,99998,500010550853,-,,N,5000144350,38611,38611,26,,,HMSADMIN,2018-04-27T17:37:39.000Z,-
70900,55902,609, , ,BUTTOLPH,DR, ,12303,BUTTOLPH DR,,,,,,Paved,No,TH-97,97,TH-97,3,Town Highway Class 3,N,0,7,L0111003097,-,0111,1,0111-1,0111-0,0.02550771,0.03,0.07999999,-,1,26,0,0,,,0,0,,,1,,{E5078CA3-06EF-4723-93EE-9ACED3343E83},50001055,97,12303,BUTTOLPH DR,0,19,99998,500010550609,-,2,N,5000144350,4511,3175,3,,,,,-
70921,3888,233,,,MONROE,ST,,12133,MONROE ST,,,,,,Paved,No,TH-21,21,TH-21,3,Town Highway Class 3,N,0,7,L0111003021,-,0111,1,0111-1,0111-0,0.07498193,0.07,0,-,1,26,0,0,,,0,0,,,1,,{0A7AD96F-FC28-4F7C-853B-CC7E91FF56C8},50001055,21,12133,MONROE ST,0,19,99998,500010550233,-,2,N,5000144350,30674,8635,3,,,HMSADMIN,2019-12-09T18:37:37.000Z,-
71306,45109,222, , ,CHIPMAN,PARK, ,12122,CHIPMAN PARK,,,,,,Paved,No,TH-54,54,TH-54,3,Town Highway Class 3,N,0,7,L0111003054,-,0111,1,0111-1,0111-0,0.05181801,0.06,0,-,1,26,0,0,,,0,0,,,1,,{3A8EDE4E-225D-44BD-9754-EEE9926F181F},50001055,54,12122,CHIPMAN PARK,0,19,99998,500010550222,-,2,N,5000144350,16992,3546,3,,,HMSADMIN,2018-04-18T16:42:57.000Z,-
71549,55906,414, , ,ROGERS,RD, ,12140,ROGERS RD,,,,,,Paved,No,TH-15,15,TH-15,3,Town Highway Class 3,N,0,7,L0111003015,-,0111,1,0111-1,0111-0,0.05323017,0.07,0,-,1,26,0,0,,,0,0,,,1,,{CECC9569-D0A6-42B5-8580-7C57CFB15ECE},50001055,15,12140,ROGERS RD,0,19,99998,500010550414,-,2,N,5000144350,8438,46603,3,,,,,-
71575,55942,823,,,CROSS,ST,,12150,CROSS ST,,,,,,Paved,No,TH-5,5,VT-125,1,Town Highway Class 1,N,0,4,V125-0111,V125,0111,1,0111-1,0111-0,0.07621,0.08,0,-,5,26,0,0,,,0,0,,,1,2011,{D225921C-EE70-4565-BB19-90276C65389B},50001055,5,12150,CROSS ST,1,16,99998,500010550823,5900,2,N,5000144350,37060,46660,3,,,HMSADMIN,2019-12-11T16:22:01.000Z,-
71630,29,196,,,MARY HOGAN,DR,,12129,MARY HOGAN DR,,,,,,Paved,No,TH-45,45,TH-45,3,Town Highway Class 3,N,0,7,L0111003045,-,0111,1,0111-1,0111-0,0.26258316,0.27,0,-,1,26,0,0,,,0,0,,,1,,{BD0775B7-2416-4656-92F0-1C6BB60A653F},50001055,45,12129,MARY HOGAN DR,0,19,99998,500010550196,-,2,N,5000144350,30817,30818,3,,,HMSADMIN,2019-10-30T12:10:15.000Z,-
72036,58346,271, , ,CREEK,RD, ,12231,CREEK RD,,,,,,Paved,No,TH-19,19,TH-19,3,Town Highway Class 3,N,0,7,L0111003019,-,0111,1,0111-1,0111-0,0.16074723,0.17,0,-,1,26,0,0,,,0,0,,,1,,{3CB2BDFF-A8D3-4C57-9920-53D97B6AE84E},50001055,19,12231,CREEK RD,1,19,99998,500010550271,-,2,N,5000144350,31162,34787,3,,,HMSADMIN,2018-04-27T17:42:24.000Z,-
72267,56067,156,,,MAIN,ST,,12126,MAIN ST,,,,,,Paved,No,TH-2,2,VT-30,1,Town Highway Class 1,N,0,4,V030-0111,V030,0111,1,0111-1,0111-0,0.06554768,0.064,0,-,1,26,0,200,,,0,0,,,1,,{82C21A3F-6234-43B6-AC76-3EB4C85D008A},50001055,2,12126,MAIN ST,1,16,99998,500010550156,5900,2,N,5000144350,39026,39027,3,,,,,-
72376,33181,153,,,RIDGE,RD,,5759,RIDGE RD,,,,,,Gravel,No,TH-9,9,TH-9,3,Town Highway Class 3,N,0,7,L0104003009,-,0104,0,0104-0,0104-0,1.03440149,1.054,0,-,1,26,0,0,,,0,0,,,1,,{DCA2C0B2-46C7-4988-AD39-EF95A58E8659},50001020,9,5759,RIDGE RD,1,9,99999,500010200153,-,2,N,5000116000,28071,28072,3,,,RDSEditor,2017-07-13T21:32:49.000Z,-
72466,59934,72,,,PETERSON,TER,,12170,PETERSON TER,,,,,,Paved,No,TH-109,109,TH-109,3,Town Highway Class 3,N,0,7,L0111003109,-,0111,1,0111-1,0111-0,0.20090656,0.2,0,-,1,26,0,0,,,0,0,,,1,,{FFC009D0-4E8C-4812-8765-E35B43CFC5E9},50001055,109,12170,PETERSON TER,0,19,99998,500010550072,-,2,N,5000144350,30831,2813,3,,,,,-
72859,89959,821,,,BAKERY,LN,,12100,BAKERY LN,,,,,,Paved,No,TH-51,51,TH-51,3,Town Highway Class 3,N,0,7,L0111003051,-,0111,1,0111-1,0111-0,0.1277517,0.13,0,-,1,26,0,0,,,0,0,,,1,2011,{3C93DBC0-AFB4-405E-8E5D-4A66E62EBA9E},50001055,51,12100,BAKERY LN,0,19,99998,500010550821,-,2,N,5000144350,39027,38583,3,,,HMSADMIN,2018-04-27T17:46:51.000Z,-
72945,22722,245,,,CHIPMAN,PARK,,12122,CHIPMAN PARK,,,,,,Paved,No,TH-55,55,TH-55,3,Town Highway Class 3,N,0,7,L0111003055,-,0111,1,0111-1,0111-0,0.24564614,0.26,0,-,1,26,0,0,,,0,0,,,1,,{546289E7-8F8C-45F6-836E-0603A7A750A5},50001055,55,12122,CHIPMAN PARK,0,19,99998,500010550245,-,2,N,5000144350,3092,3093,3,,,,,-
73214,,820,,,,,,,,,,,,,Unknown,No,-,-,-,96,Discontinued Road,N,0,0,-,-,0111,1,0111-1,0111-0,0.07653663,0,0,-,1,26,0,0,TH-51,,0,0,,,1,2011,{2995C32A-C7D1-4BB5-895D-9CC392780246},50001055,0,12100,BAKERY LN,0,0,99998,500010550820,-,,N,5000144350,38582,38583,26,,,,,-
73259,87129,786,S,,VILLAGE,GRN,,368860,S VILLAGE GRN,,,,,,Unknown,Yes - Direction of arc,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,0,0111-0,0111-0,0.01765338,0,0,-,1,26,0,0,,0,0,0,,,1,0,{08D29027-CEA8-4D79-846F-C0DA1BAE6768},50001055,0,368860,S VILLAGE GRN,1,0,99998,500010550786,-,,N,5000144350,35440,34792,26,,,HMSADMIN,2018-04-27T17:42:39.000Z,-
73692,22727,121,,,GORHAM,LN,,12103,GORHAM LN,,,,,,Paved,No,TH-65,65,TH-65,3,Town Highway Class 3,N,0,7,L0111003065,-,0111,1,0111-1,0111-0,0.13114141,0.14,0,-,1,26,0,0,,,0,0,,,1,,{16E51989-FE07-432B-9456-A2F6DCB6FE76},50001055,65,12103,GORHAM LN,0,19,99998,500010550121,-,2,N,5000144350,3094,3095,3,,,,,-
74022,33730,564, , ,JOHN GRAHAM,CT, ,12316,JOHN GRAHAM CT,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.0616836,0,0,-,8,26,0,0,,0,0,0,,,1,0,{64E6CEB1-C7CA-4B12-B762-54C6DD37A2E8},50001055,0,12316,JOHN GRAHAM CT,0,0,99998,500010550564,-,,N,5000144350,46642,46647,26,,,HMSADMIN,2019-12-09T19:22:38.000Z,-
74397,7448,201,,,DUANE,CT,,12130,DUANE CT,,,,,,Gravel,No,TH-50,50,TH-50,3,Town Highway Class 3,N,0,7,L0111003050,-,0111,1,0111-1,0111-0,0.05076423,0.05,0,-,1,26,0,0,,,0,0,,,1,,{DFA0AEED-C783-4A4C-BDBB-DC3A133C7693},50001055,50,12130,DUANE CT,0,19,99998,500010550201,-,2,N,5000144350,8440,8441,3,,,HMSADMIN,2018-04-17T17:36:54.000Z,-
74401,29944,177, , ,SAMPSON,RD, ,32436,SAMPSON RD,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0104,0,0104-0,0104-0,0.1664183,0,0,-,9,24,0,0,,0,0,0,,,1,0,{D7FA7FC8-8253-421F-B69F-D5C8115E1E20},50001020,0,32436,SAMPSON RD,1,0,99999,500010200177,-,,N,5000116000,28139,60418,26,,,HMSADMIN,2016-11-30T20:19:28.000Z,-
74715,33748,79,,,SPRINGSIDE,RD,,12175,SPRINGSIDE RD,,,,,,Paved,No,TH-77,77,TH-77,3,Town Highway Class 3,N,0,7,L0111003077,-,0111,1,0111-1,0111-0,0.06300993,0.06,0,-,1,26,0,0,,,0,0,,,1,,{377474CA-E3EF-4DBD-B221-D72A14B0C594},50001055,77,12175,SPRINGSIDE RD,0,19,99998,500010550079,-,2,N,5000144350,30703,30825,3,,,,,-
74716,30151,165,,,COURT,ST,,12154,COURT ST,,,,,,Paved,No,TH-1,1,US-7,1,Town Highway Class 1,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.12328,0.12,0,-,1,26,0,200,,,0,300,,,1,,{FB8D4858-C590-42D1-B1D5-626B35868959},50001055,1,12154,COURT ST,1,14,99998,500010550165,019-3,2,N,5000144350,30791,30817,3,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
74770,26499,464, , ,FOSTER,CIR, ,12137,FOSTER CIR,,,,,,Paved,No,TH-107,107,TH-107,3,Town Highway Class 3,N,0,7,L0111003107,-,0111,1,0111-1,0111-0,0.03414713,0.04,0,-,8,26,0,0,,,0,0,,,1,,{88D5E5DF-FAAD-4C50-B950-2BA2378974A9},50001055,107,12137,FOSTER CIR,0,19,99998,500010550464,-,2,N,5000144350,8438,8439,3,,,,,-
74965,52422,108, , ,NORTH,ST, ,12163,NORTH ST,,,,,,Paved,No,TH-76,76,TH-76,3,Town Highway Class 3,N,0,7,L0111003076,-,0111,1,0111-1,0111-0,0.110349,0.11,0,-,1,26,0,0,,,0,0,,,1,,{6E716DE3-DBBC-4E73-B157-3DD80D8BB6C9},50001055,76,12163,NORTH ST,0,19,99998,500010550108,-,2,N,5000144350,4431,16993,3,,,,,-
75512,18968,470,,,BROOKSIDE,DR,,12304,BROOKSIDE DR,,,,,,Paved,No,TH-105,105,TH-105,3,Town Highway Class 3,N,0,7,L0111003105,-,0111,1,0111-1,0111-0,0.12222844,0.12,0,-,8,26,0,0,,,0,0,,,1,,{1912394D-B756-4072-99EC-680EF61BFF7C},50001055,105,12304,BROOKSIDE DR,0,19,99998,500010550470,-,2,N,5000144350,30794,30691,3,,,,,-
75729,30022,198,,,COLLEGE,ST,,12124,COLLEGE ST,,,,,,Paved,No,TH-3,3,VT-125,1,Town Highway Class 1,N,0,4,V125-0111,V125,0111,1,0111-1,0111-0,0.04686,0.037,0,-,1,26,0,200,,,0,0,,,1,,{812367C5-6D96-46C5-AFC7-596A9B8414CC},50001055,3,12124,COLLEGE ST,1,16,99998,500010550198,5900,2,N,5000144350,37696,37697,3,,,HMSADMIN,2019-12-11T16:22:01.000Z,-
75792,55935,64, , ,LEMON FAIR,RD, ,23245,LEMON FAIR RD,,,,,,Paved,No,TH-17,17,TH-17,3,Town Highway Class 3,N,0,7,L0122003017,-,0122,0,0122-0,0122-0,0.36774904,0.368,0,-,1,26,0,0,,,0,0,,,1,,{C13C0DB8-DB13-446D-BE76-8FA5E3832614},50001110,17,23245,LEMON FAIR RD,1,9,99999,500011100064,-,2,N,5000183275,7165,9283,3,,,RDSEditor,2017-07-12T22:31:41.000Z,-
